fid,id_number,scientific,commonname,division,category1,category2,status,reporter,recowner,surveyor,obsdate,dateent,dateup,county,latitude,longitude,coordacc,localowner,administra,administ_1,unittype,unitname,locality,site,habitat,waterbodyn,waterbodyt,lakeidnumb,comments,abundance,infestedar,grossareai,percentcov,density,quantity,quantityun,approxquan,numcollect,smallestob,largestobs,incidence,severity,host,hostdamage,managestat,visittype,datamethod,traptype,numtraps,targetname,targetcoun,targetrang,phenology,lifestatus,sex,treatarea,planttreat,treatcomm,obsider,origname,datereview,reviewer,verifymeth,idcred,reviewcomm,museum,museumrec,voucher,nativity,recsrctyp,method,pid,collecttim,dateacc,substrate,MD
70,104601,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Wadena,46.54377,-95.00327,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
71,104602,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Crow Wing,46.47717,-94.10845,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
72,104603,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Aitkin,46.60186,-93.47024,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
73,104604,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Douglas,45.9169,-95.43859,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
74,104605,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Pope,45.59263,-95.44732,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
75,104606,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Morrison,46.0111,-94.34565,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
76,104607,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Stearns,45.54086,-94.49589,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
77,104608,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Benton,45.65082,-94.0709,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
78,104609,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Mille Lacs,45.85784,-93.63683,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
79,104610,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Kanabec,45.88698,-93.29452,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
80,104611,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Sherburne,45.42368,-93.76803,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
81,104612,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Isanti,45.55494,-93.27312,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
82,104613,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Chisago,45.47599,-92.91191,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
83,104614,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Kandiyohi,45.15682,-95.01734,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
84,104615,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Chippewa,44.99955,-95.60452,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
85,104616,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Meeker,45.12919,-94.50782,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
86,104617,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Wright,45.18893,-93.91581,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
87,104618,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Anoka,45.19971,-93.27881,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
88,104619,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Ramsey,44.99092,-93.10659,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
89,104620,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Washington,44.99902,-92.9094,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
90,104621,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,McLeod,44.83406,-94.26373,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
91,104622,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Hennepin,44.97133,-93.36236,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
92,104623,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Scott,44.69634,-93.51083,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
93,104624,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Dakota,44.7588,-93.12013,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
94,104625,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Rice,44.34809,-93.28302,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
95,104626,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Goodhue,44.41458,-92.69681,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
96,104627,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Wabasha,44.29491,-92.21511,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
97,104628,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Winona,44.00883,-91.74191,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
98,104629,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Houston,43.70889,-91.47414,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
99,104630,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Fillmore,43.68091,-92.08383,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
100,104631,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Mower,43.6593,-92.83898,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
101,104632,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Waseca,44.0267,-93.57728,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
102,104633,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Blue Earth,44.08838,-94.03705,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
103,104634,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Faribault,43.66639,-93.95247,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
104,104635,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Martin,43.67695,-94.53708,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
105,104636,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Watonwan,43.98461,-94.61097,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
106,104637,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Jackson,43.6815,-95.14965,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
107,104638,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Cottonwood,43.99074,-95.17032,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
108,104639,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Nobles,43.6599,-95.72393,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
109,104640,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Murray,44.00408,-95.73756,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
110,104641,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Nicollet,44.3196,-94.13625,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
111,104642,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Pipestone,44.00619,-96.25484,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
112,104643,Agrostis gigantea,redtop,Plants,Grass or Grasslike,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Lincoln,44.40824,-96.27196,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
113,104644,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Kittson,48.76408,-96.85411,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
114,104645,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Lake of the Woods,48.70355,-94.83211,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
115,104646,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Koochiching,48.37468,-93.66063,0,,Forestry,"Miscellaneous, Other Forest Land",Other Forest Land,Miscellaneous,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
116,104647,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,St. Louis,47.36915,-92.40455,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
117,104648,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Pennington,48.08812,-96.07937,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
118,104649,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Polk,47.77037,-96.40837,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
119,104650,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Norman,47.31412,-96.53169,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
120,104651,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Mahnomen,47.31979,-95.8193,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
121,104652,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Clay,46.86925,-96.56846,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
122,104653,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Wilkin,46.3237,-96.47832,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
123,104654,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Otter Tail,46.40515,-95.73716,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
124,104655,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Traverse,45.76665,-96.50006,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
125,104656,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Big Stone,45.41012,-96.40961,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
126,104657,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Stevens,45.57928,-95.98127,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
127,104658,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Pope,45.59263,-95.44732,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
128,104659,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Lac qui Parle,44.99501,-96.16039,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
129,104660,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Kandiyohi,45.15682,-95.01734,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
130,104661,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Lincoln,44.40824,-96.27196,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
131,104662,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Washington,44.99902,-92.9094,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
132,104663,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Scott,44.69634,-93.51083,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
133,104664,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Cottonwood,43.99074,-95.17032,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
134,104665,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Blue Earth,44.08838,-94.03705,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
135,104666,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Martin,43.67695,-94.53708,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
136,104667,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Winona,44.00883,-91.74191,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
137,104668,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Houston,43.70889,-91.47414,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
138,104669,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Grant,45.94396,-95.99338,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
139,104670,Chenopodium glaucum,oakleaf goosefoot,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Crow Wing,46.47717,-94.10845,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
140,104671,Conium maculatum,poison hemlock,Plants,Forbs/Herbs,,Positive,USGS Nonindigenous Aquatic Species Program Database,Federal Agency,,1/1/2008,10/8/2012,,Kittson,48.76408,-96.85411,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.01
